drink_name,ingredient,measurement,unit
Porto flip,Port,9.0,
Porto flip,Egg Yolk,2.0,
Egg-Nog - Classic Cooked,Egg,6.0,
Egg-Nog - Classic Cooked,Sugar,0.25,cup
Egg-Nog - Classic Cooked,Salt,0.25,
Egg-Nog - Classic Cooked,Milk,1.0,
Egg-Nog - Classic Cooked,Vanilla extract,1.0,
Cream Soda,Spiced rum,1.0,oz
Cream Soda,Ginger ale,nan,N/A
A1,Gin,3.25,shot
A1,Grand Marnier,1.0,
A1,Lemon Juice,0.25,
A1,Grenadine,0.125,
Bombay Cassis,Gin,50.0,
Bombay Cassis,Creme de Cassis,20.0,
Bombay Cassis,Fresh Lime Juice,15.0,
Bombay Cassis,Ginger beer,75.0,
Bombay Cassis,Lime,1.0,
Bombay Cassis,Ginger,1.0,
Creme de Menthe,Sugar,8.0,cups
Creme de Menthe,Water,6.0,cups
Creme de Menthe,Grain alcohol,1.0,pint
Creme de Menthe,Peppermint extract,1.0,oz
Creme de Menthe,Food coloring,1.0,
Addison,Gin,5.5,shot
Addison,Vermouth,5.5,shot
Amaretto Sweet &amp; Sour,Amaretto,N/A,N/A
Amaretto Sweet &amp; Sour,Midori melon liqueur,N/A,N/A
Bob Marley,Midori melon liqueur,0.5,oz
Bob Marley,Jägermeister,0.5,oz
Bob Marley,Goldschlager,0.5,oz
Japanese Fizz,Blended whiskey,5.5,oz
Japanese Fizz,Lemon,0.5,
Japanese Fizz,Powdered sugar,1.0,
Japanese Fizz,Port,1.0,
Japanese Fizz,Egg white,1.0,
Japanese Fizz,Carbonated water,nan,N/A
Rosemary Blue,Gin,50.0,
Rosemary Blue,Blue Curacao,15.0,
Rosemary Blue,Tonic Water,100.0,
Rosemary Blue,Rosemary,N/A,N/A
Long Island Iced Tea,Vodka,0.5,oz
Long Island Iced Tea,Tequila,0.5,oz
Long Island Iced Tea,Light rum,0.5,oz
Long Island Iced Tea,Gin,0.5,oz
Long Island Iced Tea,Coca-Cola,1.0,dash
Long Island Iced Tea,Lemon peel,N/A,N/A
Old Pal,Rye whiskey,2.0,oz
Old Pal,Campari,1.0,oz
Old Pal,Dry Vermouth,1.0,oz
Jack's Vanilla Coke,Ice,4.0,
Jack's Vanilla Coke,Tennessee whiskey,2.0,oz
Jack's Vanilla Coke,Vanilla extract,1.0,
Jack's Vanilla Coke,Coca-Cola,10.0,-12 oz
Bourbon Sling,Sugar,1.0,
Bourbon Sling,Water,2.0,
Bourbon Sling,Lemon juice,1.0,oz
Bourbon Sling,Bourbon,2.0,oz
Bourbon Sling,Lemon peel,1.0,
Quick F**K,Kahlua,1.0,
Quick F**K,Midori melon liqueur,1.0,
Quick F**K,Bailey's irish cream,1.0,
Lassi - A South Indian Drink,Yoghurt,0.5,cup
Lassi - A South Indian Drink,Water,2.75,cup
Lassi - A South Indian Drink,Cumin seed,0.5,
Lassi - A South Indian Drink,Salt,0.25,
Lassi - A South Indian Drink,Mint,0.25,
Lassi Khara,Yoghurt,1.0,cup
Lassi Khara,Water,2.0,cups
Lassi Khara,Salt,1.0,
Lassi Khara,Asafoetida,1.0,pinch
Rum Cobbler,Sugar,1.0,
Rum Cobbler,Club soda,3.0,oz
Rum Cobbler,Lemon,1.0,
Rum Cobbler,Dark rum,2.0,oz
Rum Cobbler,Maraschino cherry,1.0,
Rum Cobbler,Orange,1.0,
Radioactive Long Island Iced Tea,Rum,1.0,oz
Radioactive Long Island Iced Tea,Vodka,1.0,oz
Radioactive Long Island Iced Tea,Tequila,1.0,oz
Radioactive Long Island Iced Tea,Gin,1.0,oz
Radioactive Long Island Iced Tea,Triple sec,1.0,oz
Radioactive Long Island Iced Tea,Chambord raspberry liqueur,1.0,oz
Radioactive Long Island Iced Tea,Midori melon liqueur,1.0,oz
Radioactive Long Island Iced Tea,Malibu rum,1.0,oz
Jello shots,Vodka,2.0,cups
Jello shots,Jello,3.0,
Jello shots,Water,3.0,cups
Banana Milk Shake,Milk,10.0,
Banana Milk Shake,Orange juice,4.0,
Banana Milk Shake,Sugar syrup,2.0,
Banana Milk Shake,Banana,0.5,
Thai Iced Tea,Tea,0.25,cup
Thai Iced Tea,Water,0.5,cup
Thai Iced Tea,Condensed milk,2.0,
Thai Iced Tea,Ice,N/A,N/A
Thai Iced Tea,Mint,nan,N/A
Abbey Cocktail,Gin,5.5,oz
Abbey Cocktail,Orange bitters,1.0,dash
Abbey Cocktail,Orange,0.25,
Abbey Cocktail,Cherry,1.0,
Avalanche,Crown Royal,1.0,shot
Avalanche,Kahlua,1.0,shot
Avalanche,Cream,N/A,N/A
A Day at the Beach,Coconut rum,1.0,oz
A Day at the Beach,Amaretto,0.5,oz
A Day at the Beach,Orange juice,4.0,oz
A Day at the Beach,Grenadine,0.5,oz
English Rose Cocktail,Apricot brandy,0.75,oz
English Rose Cocktail,Gin,5.5,oz
English Rose Cocktail,Dry Vermouth,0.75,oz
English Rose Cocktail,Grenadine,1.0,
English Rose Cocktail,Lemon juice,0.25,
English Rose Cocktail,Cherry,1.0,
San Francisco,Vodka,2.0,
San Francisco,Creme de Banane,2.0,
San Francisco,Grenadine,N/A,N/A
Miami Vice,151 proof rum,5.0,oz
Miami Vice,Pina colada mix,N/A,N/A
Miami Vice,Daiquiri mix,N/A,N/A
Bramble,Gin,4.0,
Bramble,lemon juice,1.5,
Bramble,Sugar syrup,1.0,
Bramble,Creme de Mure,1.5,
Bellini Martini,Ice,8.0,
Bellini Martini,Vodka,3.0,oz
Bellini Martini,Peach nectar,1.5,oz
Bellini Martini,Peach schnapps,1.5,oz
Bellini Martini,Lemon peel,1.0,
Corpse Reviver #2,Gin,0.75,oz
Corpse Reviver #2,Triple Sec,0.75,oz
Corpse Reviver #2,Lillet Blanc,0.75,oz
Corpse Reviver #2,Lemon Juice,0.75,oz
Corpse Reviver #2,Absinthe,1.0,dash
Dry Rob Roy,Scotch,10.5,oz
Dry Rob Roy,Dry Vermouth,5.5,
Dry Rob Roy,Lemon peel,1.0,
Rum Sour,Light rum,2.0,oz
Rum Sour,Lemon juice,1.0,oz
Rum Sour,Sugar,0.5,
Rum Sour,Orange,1.0,
Rum Sour,Maraschino cherry,1.0,
Artillery Punch,Tea,1.0,
Artillery Punch,Rye whiskey,1.0,
Artillery Punch,Red wine,1.0,
Artillery Punch,Rum,1.0,pint Jamaican
Artillery Punch,Brandy,0.5,pint
Artillery Punch,Benedictine,5.5,oz
Artillery Punch,Orange juice,1.0,pint
Artillery Punch,Lemon juice,0.5,pint
Malibu Twister,Malibu rum,2.0,
Malibu Twister,Tropicana,2.0,
Malibu Twister,Cranberry juice,1.0,
Casino,Gin,2.0,oz
Casino,Maraschino liqueur,0.25,
Casino,Lemon juice,0.25,
Casino,Orange bitters,2.0,dashes
Casino,Cherry,1.0,
Highland Fling Cocktail,Scotch,5.5,oz
Highland Fling Cocktail,Sweet Vermouth,0.75,oz
Highland Fling Cocktail,Orange bitters,2.0,dashes
Highland Fling Cocktail,Olive,1.0,
Alice Cocktail,Grenadine,1.0,
Alice Cocktail,Orange juice,1.0,
Alice Cocktail,Pineapple juice,2.0,
Alice Cocktail,Cream,4.0,
Pina Colada,Light rum,3.0,oz
Pina Colada,Coconut milk,3.0,
Pina Colada,Pineapple,3.0,
Queen Elizabeth,Dry Vermouth,0.5,oz
Queen Elizabeth,Gin,5.5,oz
Queen Elizabeth,Benedictine,5.5,
Quentin,Dark rum,5.5,oz
Quentin,Kahlua,0.5,oz
Quentin,Light cream,1.0,oz
Quentin,Nutmeg,0.125,
Brave Bull Shooter,Tequila,0.5,oz
Brave Bull Shooter,Tabasco sauce,0.5,oz
Aztec Punch,Lemonade,1.0,can
Aztec Punch,Vodka,5.0,oz
Aztec Punch,Rum,7.0,oz
Aztec Punch,Ginger ale,1.0,bottle
A Piece of Ass,Amaretto,1.0,shot
A Piece of Ass,Southern Comfort,1.0,shot
A Piece of Ass,Ice,N/A,N/A
A Piece of Ass,Sour mix,nan,N/A
Americano,Campari,1.0,oz
Americano,Sweet Vermouth,1.0,oz
Americano,Lemon peel,N/A,N/A
Americano,Orange peel,N/A,N/A
Chicago Fizz,Light rum,1.0,oz
Chicago Fizz,Port,1.0,oz
Chicago Fizz,Lemon,0.5,
Chicago Fizz,Powdered sugar,1.0,
Chicago Fizz,Egg white,1.0,
Chicago Fizz,Carbonated water,nan,N/A
Daiquiri,Light rum,5.5,oz
Daiquiri,Lime,0.5,
Daiquiri,Powdered sugar,1.0,
Cherry Rum,Light rum,2.75,oz
Cherry Rum,Cherry brandy,5.5,
Cherry Rum,Light cream,1.0,
Zipperhead,Chambord raspberry liqueur,1.0,shot
Zipperhead,Vodka,1.0,shot
Zipperhead,Soda water,N/A,N/A
Port And Starboard,Grenadine,1.0,
Port And Starboard,Green Creme de Menthe,0.5,oz
151 Florida Bushwacker,Malibu rum,0.5,oz
151 Florida Bushwacker,Light rum,0.5,oz
151 Florida Bushwacker,151 proof rum,0.5,oz
151 Florida Bushwacker,Dark Creme de Cacao,1.0,oz
151 Florida Bushwacker,Cointreau,1.0,oz
151 Florida Bushwacker,Milk,3.0,oz
151 Florida Bushwacker,Coconut liqueur,1.0,oz
151 Florida Bushwacker,Vanilla ice-cream,1.0,cup
Absolutely Cranberry Smash,Absolut Vodka,2.0,oz
Absolutely Cranberry Smash,Cranberry juice,4.0,oz
Absolutely Cranberry Smash,Ginger ale,2.0,oz
Absolutely Cranberry Smash,Ice,N/A,N/A
National Aquarium,Rum,0.5,oz
National Aquarium,Vodka,0.5,oz
National Aquarium,Gin,0.5,oz
National Aquarium,Blue Curacao,0.5,oz
National Aquarium,Sour mix,2.0,oz
National Aquarium,Lemon-lime soda,1.0,
Strawberry Lemonade,Lemon,1.0,
Strawberry Lemonade,Sugar,1.0,
Strawberry Lemonade,Strawberries,8.0,
Strawberry Lemonade,Water,1.0,cup
Cuba Libra,Dark rum,1.0,-2 shot
Cuba Libra,Lime,N/A,N/A
Cuba Libra,Coca-Cola,N/A,N/A
Cuba Libra,Ice,nan,N/A
Arizona Stingers,Absolut Vodka,2.0,shots
Arizona Stingers,Iced tea,12.0,oz
Gin Rickey,Gin,2.0,oz
Gin Rickey,Grenadine,1.0,
Gin Rickey,lemon,0.5,
Gin Rickey,Soda Water,N/A,N/A
Gin Rickey,Lime,N/A,N/A
Red Snapper,Crown Royal,1.0,shot
Red Snapper,Amaretto,1.0,shot
Red Snapper,Cranberry juice,1.0,shot
Gimlet,Gin,10.5,oz
Gimlet,Lime Juice,0.5,oz
Gimlet,Sugar Syrup,0.5,oz
Gimlet,Lime,1.0,
Quarter Deck Cocktail,Light rum,5.5,
Quarter Deck Cocktail,Sherry,0.3333333333333333,oz
Quarter Deck Cocktail,Lime,0.5,
Talos Coffee,Grand Marnier,3.0,
Talos Coffee,Coffee,1.0,
Lunch Box,Beer,0.75,bottle
Lunch Box,Amaretto,1.0,shot
Lunch Box,Orange juice,1.0,oz
Brandy Cobbler,Sugar,1.0,
Brandy Cobbler,Club soda,3.0,oz
Brandy Cobbler,Lemon,1.0,
Brandy Cobbler,Brandy,2.0,oz
Brandy Cobbler,Maraschino cherry,1.0,
Brandy Cobbler,Orange,1.0,
Shot-gun,Jim Beam,1.0,
Shot-gun,Jack Daniels,1.0,
Shot-gun,Wild Turkey,1.0,oz
Rose,Dry Vermouth,0.5,oz
Rose,Gin,1.0,oz
Rose,Apricot brandy,0.5,oz
Rose,Lemon juice,0.5,
Rose,Grenadine,1.0,
Rose,Powdered sugar,nan,N/A
Limona Corona,Corona,1.0,bottle
Limona Corona,Bacardi Limon,1.0,oz
Dragonfly,Gin,5.5,oz
Dragonfly,Ginger ale,4.0,oz
Dragonfly,Lime,1.0,
New York Sour,Blended whiskey,2.0,oz
New York Sour,Lemon,0.5,
New York Sour,Sugar,1.0,
New York Sour,Red wine,N/A,N/A
New York Sour,Lemon,N/A,N/A
Zorro,Sambuca,2.0,
Zorro,Bailey's irish cream,2.0,
Zorro,White Creme de Menthe,2.0,
After Five,Peppermint schnapps,N/A,N/A
After Five,Bailey's irish cream,nan,N/A
Brandy Alexander,Brandy,1.0,oz
Brandy Alexander,Creme de Cacao,1.0,oz
Brandy Alexander,Light cream,1.0,oz
Brandy Alexander,Nutmeg,nan,N/A
Artillery,Sweet Vermouth,5.5,
Artillery,Gin,5.5,oz
Artillery,Bitters,2.0,dashes
Bumble Bee #1,Bailey's irish cream,0.3333333333333333,oz
Bumble Bee #1,Kahlua,0.3333333333333333,oz
Bumble Bee #1,Sambuca,0.3333333333333333,oz
Fuzzy Asshole,Coffee,0.5,
Fuzzy Asshole,Peach schnapps,0.5,
Addington,Sweet Vermouth,2.0,shots
Addington,Dry Vermouth,1.0,shot
Addington,Soda Water,N/A,N/A
Bruised Heart,Vodka,0.5,oz
Bruised Heart,Chambord raspberry liqueur,0.5,oz
Bruised Heart,Peachtree schnapps,0.5,oz
Bruised Heart,Cranberry juice,0.5,oz
White Russian,Vodka,2.0,oz
White Russian,Coffee liqueur,1.0,oz
White Russian,Light cream,nan,N/A
Casino Royale,Gin,2.0,oz
Casino Royale,Lemon juice,0.5,oz
Casino Royale,Maraschino liqueur,1.0,
Casino Royale,Orange bitters,1.0,dash
Casino Royale,Egg yolk,1.0,
French Connection,Cognac,5.5,oz
French Connection,Amaretto,0.75,oz
Sol Y Sombra,Brandy,5.5,oz
Sol Y Sombra,Anisette,5.5,oz
Owen's Grandmother's Revenge,Whiskey,12.0,oz
Owen's Grandmother's Revenge,Beer,12.0,oz
Owen's Grandmother's Revenge,Lemonade,12.0,oz
Owen's Grandmother's Revenge,Ice,1.0,cup
Lemon Shot,Galliano,0.5,oz
Lemon Shot,Absolut Citron,0.5,oz
Lemon Shot,Lemon,N/A,N/A
Lemon Shot,Sugar,N/A,N/A
Lemon Shot,151 proof rum,nan,N/A
Irish Coffee,Irish whiskey,5.5,oz
Irish Coffee,Coffee,8.0,oz
Irish Coffee,Sugar,1.0,
Irish Coffee,Whipped cream,1.0,
Cranberry Cordial,Cranberries,0.5,
Cranberry Cordial,Sugar,0.75,
Cranberry Cordial,Light rum,0.5,
Turf Cocktail,Dry Vermouth,1.0,oz
Turf Cocktail,Gin,1.0,oz
Turf Cocktail,Anis,0.25,
Turf Cocktail,Bitters,2.0,dashes
Turf Cocktail,Orange peel,N/A,N/A
Sweet Tooth,Godiva liqueur,2.0,shots
Sweet Tooth,Milk,nan,N/A
Frozen Mint Daiquiri,Light rum,2.0,oz
Frozen Mint Daiquiri,Lime juice,1.0,
Frozen Mint Daiquiri,Mint,6.0,
Frozen Mint Daiquiri,Sugar,1.0,
Rusty Nail,Scotch,5.5,oz
Rusty Nail,Drambuie,0.5,oz
Rusty Nail,Lemon peel,1.0,
Cuba Libre,Light rum,2.0,oz
Cuba Libre,Lime,0.5,
Cuba Libre,Coca-Cola,nan,N/A
Mojito #3,Mint,0.5,
Mojito #3,Lemon juice,3.0,
Mojito #3,Dark rum,0.125,L Jamaican
Mojito #3,Club soda,0.125,
Mojito #3,Angostura bitters,8.0,
Sunny Holiday Punch,Pineapple juice,46.0,oz
Sunny Holiday Punch,Club soda,28.0,oz
Sunny Holiday Punch,Orange juice,6.0,oz
Sunny Holiday Punch,Lemon,1.0,
Sunny Holiday Punch,Berries,2.0,cups
Sunny Holiday Punch,Champagne,1.0,bottle
Royal Bitch,Frangelico,1.0,
Royal Bitch,Crown Royal,1.0,
Afterglow,Grenadine,1.0,
Afterglow,Orange juice,4.0,
Afterglow,Pineapple juice,4.0,
Microwave Hot Cocoa,Sugar,5.0,
Microwave Hot Cocoa,Cocoa powder,3.0,
Microwave Hot Cocoa,Salt,1.0,dash
Microwave Hot Cocoa,Water,3.0,
Microwave Hot Cocoa,Milk,2.0,cups
Microwave Hot Cocoa,Vanilla extract,0.25,
Herbal flame,Hot Damn,5.0,shots
Herbal flame,Tea,N/A,N/A
501 Blue,Blue Curacao,N/A,N/A
501 Blue,Vodka,N/A,N/A
501 Blue,7-Up,nan,N/A
Veteran,Dark rum,2.0,oz
Veteran,Cherry brandy,0.5,oz
Van Vleet,Light rum,3.0,oz
Van Vleet,Maple syrup,1.0,oz
Van Vleet,Lemon juice,1.0,oz
Grass Skirt,Gin,5.5,oz
Grass Skirt,Triple sec,1.0,oz
Grass Skirt,Pineapple juice,1.0,oz
Grass Skirt,Grenadine,0.5,
Grass Skirt,Pineapple,1.0,
Applecar,Applejack,1.0,oz
Applecar,Triple sec,1.0,oz
Applecar,Lemon juice,1.0,oz
Almond Chocolate Coffee,Amaretto,0.75,oz
Almond Chocolate Coffee,Dark Creme de Cacao,0.5,oz
Almond Chocolate Coffee,Coffee,8.0,oz
Shark Attack,Lemonade,1.0,can
Shark Attack,Water,3.0,cans
Shark Attack,Vodka,5.5,cup
Blue Margarita,Tequila,5.5,oz
Blue Margarita,Blue Curacao,1.0,oz
Blue Margarita,Lime juice,1.0,oz
Blue Margarita,Salt,N/A,N/A
Absolut Sex,Absolut Kurant,0.75,oz
Absolut Sex,Midori melon liqueur,0.75,oz
Absolut Sex,Cranberry juice,1.0,oz
Absolut Sex,Sprite,1.0,
Imperial Fizz,Light rum,0.5,oz
Imperial Fizz,Blended whiskey,5.5,oz
Imperial Fizz,Lemon,0.5,
Imperial Fizz,Powdered sugar,1.0,
Imperial Fizz,Carbonated water,nan,N/A
Tequila Sunrise,Tequila,2.0,
Tequila Sunrise,Orange juice,N/A,N/A
Banana Daiquiri,Light rum,5.5,oz
Banana Daiquiri,Triple sec,1.0,
Banana Daiquiri,Banana,1.0,
Banana Daiquiri,Lime juice,5.5,oz
Banana Daiquiri,Sugar,1.0,
Banana Daiquiri,Cherry,1.0,
Grand Blue,Malibu rum,5.5,
Grand Blue,Peach schnapps,5.5,
Grand Blue,Blue Curacao,5.5,
Grand Blue,Sweet and sour,3.0,
Adonis Cocktail,Sweet Vermouth,0.75,oz
Adonis Cocktail,Sherry,5.5,oz
Adonis Cocktail,Orange bitters,1.0,dash
Brigadier,Hot Chocolate,4.0,oz
Brigadier,Green Chartreuse,1.0,oz
Brigadier,Cherry Heering,1.0,oz
Brain Fart,Everclear,1.0,
Brain Fart,Vodka,1.0,
Brain Fart,Mountain Dew,2.0,
Brain Fart,Surge,2.0,
Brain Fart,Lemon juice,1.0,small bottle
Brain Fart,Rum,1.0,pint
Radler,Beer,12.0,oz
Radler,7-Up,12.0,oz
Mocha-Berry,Coffee,6.0,oz
Mocha-Berry,Chambord raspberry liqueur,2.0,oz
Mocha-Berry,Cocoa powder,2.0,
Mocha-Berry,Whipped cream,nan,N/A
AT&amp;T;,Absolut Vodka,1.0,oz
AT&amp;T;,Gin,1.0,oz
AT&amp;T;,Tonic water,4.0,oz
Hunter's Moon,Vermouth,25.0,
Hunter's Moon,Maraschino Cherry,15.0,
Hunter's Moon,Sugar Syrup,10.0,
Hunter's Moon,Lemonade,100.0,
Hunter's Moon,Blackberries,2.0,
Rum Runner,Malibu rum,5.5,oz
Rum Runner,Blackberry brandy,1.0,oz
Rum Runner,Orange juice,3.0,-4 oz
Rum Runner,Pineapple juice,3.0,-4 oz
Rum Runner,Cranberry juice,3.0,-4 oz
Space Odyssey,151 proof rum,1.0,shot
Space Odyssey,Malibu rum,1.0,shot
Space Odyssey,Pineapple juice,1.0,shot
Space Odyssey,Orange juice,N/A,N/A
Space Odyssey,Cherries,nan,N/A
Cranberry Punch,Cranberry juice,4.0,cups
Cranberry Punch,Sugar,5.5,cup
Cranberry Punch,Pineapple juice,4.0,cups
Cranberry Punch,Almond flavoring,1.0,
Cranberry Punch,Ginger ale,2.0,
Thriller,Scotch,5.5,oz
Thriller,Wine,1.0,oz
Thriller,Orange juice,1.0,oz
Strawberry Margarita,Strawberry schnapps,0.5,oz
Strawberry Margarita,Tequila,1.0,oz
Strawberry Margarita,Triple sec,0.5,oz
Strawberry Margarita,Lemon juice,1.0,oz
Strawberry Margarita,Strawberries,1.0,oz
Strawberry Margarita,Salt,nan,N/A
Strawberry Shivers,Strawberries,5.5,cup
Strawberry Shivers,Honey,4.0,
Strawberry Shivers,Water,0.5,cup
Quaker's Cocktail,Light rum,0.75,oz
Quaker's Cocktail,Brandy,0.75,oz
Quaker's Cocktail,Lemon,0.25,
Quaker's Cocktail,Raspberry syrup,2.0,
A True Amaretto Sour,Amaretto,1.0,jigger
A True Amaretto Sour,Lemon,0.5,
A True Amaretto Sour,Ice,N/A,N/A
A.D.M. (After Dinner Mint),White Creme de Menthe,0.5,oz
A.D.M. (After Dinner Mint),Southern Comfort,0.75,oz
A.D.M. (After Dinner Mint),Vodka,0.5,oz
A.D.M. (After Dinner Mint),Hot chocolate,N/A,N/A
Almond Joy,Amaretto,0.5,oz
Almond Joy,Creme de Cacao,0.5,oz
Almond Joy,Light cream,2.0,oz
Old Fashioned,Bourbon,4.5,
Old Fashioned,Angostura bitters,2.0,dashes
Old Fashioned,Sugar,1.0,
Old Fashioned,Water,N/A,N/A
Amaretto Stone Sour,Amaretto,1.0,
Amaretto Stone Sour,Sour mix,1.0,
Amaretto Stone Sour,Orange juice,1.0,
Adam Bomb,Rum,1.0,
Adam Bomb,Vodka,1.0,
Adam Bomb,Tequila,1.0,
Adam Bomb,Triple sec,0.5,
Adam Bomb,Fruit,N/A,N/A
Adam Bomb,Salt,1.0,-3 pint
Adam Bomb,Fruit juice,nan,N/A
Moranguito,Absinthe,0.4,
Moranguito,Tequila,0.4,
Moranguito,Grenadine,0.2,
Diesel,Lager,0.5,pint
Diesel,Cider,0.5,pint
Diesel,Blackcurrant cordial,1.0,dash
Smut,Red wine,0.3333333333333333,
Smut,Peach schnapps,1.0,shot
Smut,Pepsi Cola,0.3333333333333333,
Smut,Orange juice,0.3333333333333333,
California Root Beer,Kahlua,0.75,oz
California Root Beer,Galliano,0.75,oz
California Root Beer,Soda water,N/A,N/A
Irish Cream,Scotch,1.0,cup
Irish Cream,Half-and-half,2.75,cup
Irish Cream,Condensed milk,1.0,can
Irish Cream,Coconut syrup,3.0,
Irish Cream,Chocolate syrup,1.0,
Apple Grande,Tequila,3.0,oz
Apple Grande,Apple cider,12.0,oz
Screaming Orgasm,Vodka,1.0,oz
Screaming Orgasm,Bailey's irish cream,5.5,oz
Screaming Orgasm,Kahlua,0.5,oz
Amaretto Rose,Amaretto,5.5,oz
Amaretto Rose,Lime juice,0.5,oz
Amaretto Rose,Club soda,nan,N/A
Lassi Raita,Yoghurt,2.0,cups
Lassi Raita,Ice,4.0,
Lassi Raita,Sugar,N/A,N/A
Lassi Raita,Salt,nan,N/A
Godchild,Vodka,1.0,oz
Godchild,Amaretto,1.0,oz
Godchild,Heavy cream,1.0,oz
Big Red,Irish cream,0.5,oz
Big Red,Goldschlager,0.5,oz
Absolut limousine,Absolut Citron,0.6666666666666666,
Absolut limousine,Lime juice,0.3333333333333333,
Absolut limousine,Ice,N/A,N/A
Absolut limousine,Tonic water,N/A,N/A
Amaretto Liqueur,Sugar,1.0,cup
Amaretto Liqueur,Water,0.75,cup
Amaretto Liqueur,Apricot,2.0,
Amaretto Liqueur,Almond flavoring,1.0,
Amaretto Liqueur,Grain alcohol,0.5,cup
Amaretto Liqueur,Water,0.5,cup
Amaretto Liqueur,Brandy,1.0,cup
Amaretto Liqueur,Food coloring,3.0,
Amaretto Liqueur,Food coloring,6.0,
Amaretto Liqueur,Food coloring,2.0,
Amaretto Liqueur,Glycerine,0.5,
Boomerang,Gin,2.0,oz
Boomerang,Dry Vermouth,0.5,oz
Boomerang,Bitters,2.0,dashes
Boomerang,Maraschino liqueur,0.5,
Boomerang,Maraschino cherry,1.0,
Army special,Vodka,30.0,
Army special,Gin,30.0,
Army special,Lime juice cordial,45.0,
Army special,Ice,0.5,glass
Bloody Mary,Vodka,5.5,oz
Bloody Mary,Tomato juice,3.0,oz
Bloody Mary,Lemon juice,1.0,dash
Bloody Mary,Worcestershire sauce,0.5,
Bloody Mary,Tabasco sauce,2.0,
Bloody Mary,Lime,1.0,
Amaretto Tea,Tea,6.0,oz
Amaretto Tea,Amaretto,2.0,oz
Amaretto Tea,Whipped cream,N/A,N/A
Vesper,Gin,6.0,
Vesper,Vodka,1.5,
Vesper,Lillet Blanc,0.75,
Atlantic Sun,Vodka,2.0,
Atlantic Sun,Southern Comfort,2.0,
Atlantic Sun,Passion fruit syrup,2.0,
Atlantic Sun,Sweet and sour,6.0,
Atlantic Sun,Club soda,1.0,dash
Orange Scented Hot Chocolate,Milk,2.0,cups
Orange Scented Hot Chocolate,Chocolate,4.0,oz
Orange Scented Hot Chocolate,Orange peel,32.0,-inch
Orange Scented Hot Chocolate,Espresso,0.5,
Orange Scented Hot Chocolate,Nutmeg,0.125,
Banana Strawberry Shake,Strawberries,0.5,
Banana Strawberry Shake,Banana,1.0,
Banana Strawberry Shake,Yoghurt,1.0,cup
Banana Strawberry Shake,Milk,1.0,cup
Banana Strawberry Shake,Honey,N/A,N/A
Fruit Shake,Yoghurt,1.0,cup
Fruit Shake,Banana,1.0,
Fruit Shake,Orange juice,4.0,oz
Fruit Shake,Fruit,0.5,
Fruit Shake,Ice,6.0,
Vesuvio,Light rum,1.0,oz
Vesuvio,Sweet Vermouth,0.5,oz
Vesuvio,Lemon,0.5,
Vesuvio,Powdered sugar,1.0,
Vesuvio,Egg white,1.0,
Tomato Tang,Tomato juice,2.0,cups
Tomato Tang,Lemon juice,1.0,
Tomato Tang,Celery salt,1.0,dash
Rum Toddy,Rum,2.0,oz
Rum Toddy,Powdered sugar,2.0,
Rum Toddy,Lemon peel,1.0,
Rum Toddy,Water,2.0,
Moscow Mule,Vodka,2.0,oz
Moscow Mule,Lime juice,2.0,oz
Moscow Mule,Ginger ale,8.0,oz
Orgasm,Creme de Cacao,0.5,oz
Orgasm,Amaretto,0.5,oz
Orgasm,Triple sec,0.5,oz
Orgasm,Vodka,0.5,oz
Orgasm,Light cream,1.0,oz
Banana Strawberry Shake Daiquiri-type,Strawberries,0.5,
Banana Strawberry Shake Daiquiri-type,Banana,1.0,
Banana Strawberry Shake Daiquiri-type,Apple juice,2.0,cups
Paloma,Grape Soda,3.0,oz
Paloma,Tequila,5.5,oz
Belgian Blue,Vodka,2.0,
Belgian Blue,Coconut liqueur,1.0,
Belgian Blue,Blue Curacao,1.0,
Belgian Blue,Sprite,N/A,N/A
410 Gone,Peach Vodka,2.0,-3 oz
410 Gone,Coca-Cola,nan,N/A
Champagne Cocktail,Champagne,N/A,N/A
Champagne Cocktail,Sugar,1.0,
Champagne Cocktail,Bitters,2.0,dashes
Champagne Cocktail,Lemon peel,1.0,
Champagne Cocktail,Cognac,1.0,dash
Sangria #1,Red wine,1.0,bottle
Sangria #1,Sugar,0.5,cup
Sangria #1,Orange juice,1.0,cup
Sangria #1,Lemon juice,1.0,cup
Sangria #1,Cloves,N/A,N/A
Grape lemon pineapple Smoothie,Grapes,1.0,cup
Grape lemon pineapple Smoothie,Lemon,0.25,
Grape lemon pineapple Smoothie,Pineapple,0.5,
Casa Blanca,Light rum,2.0,oz
Casa Blanca,Triple sec,5.5,
Casa Blanca,Lime juice,5.5,
Casa Blanca,Maraschino liqueur,5.5,
Tequila Surprise,Tequila,N/A,N/A
Tequila Surprise,Tabasco sauce,8.0,
Greyhound,Vodka,5.5,oz
Greyhound,Grapefruit Juice,3.0,oz
Blind Russian,Bailey's irish cream,0.75,oz
Blind Russian,Godiva liqueur,0.75,oz
Blind Russian,Kahlua,0.75,oz
Blind Russian,Butterscotch schnapps,0.5,oz
Blind Russian,Milk,N/A,N/A
Port Wine Cocktail,Port,10.5,oz
Port Wine Cocktail,Brandy,0.5,
Cherry Electric Lemonade,Gin,1.0,oz
Cherry Electric Lemonade,Tequila,1.0,oz
Cherry Electric Lemonade,Vodka,1.0,oz
Cherry Electric Lemonade,White rum,1.0,oz
